athleteId,fullName,slug,weight,displayHeight,height,age,dateOfBirth,citizenship,positionAbbreviation,teamId,appearances_value,foulsCommitted_value,foulsSuffered_value,yellowCards_value,redCards_value,ownGoals_value,goalAssists_value,offsides_value,shotsOnTarget_value,totalShots_value,totalGoals_value,shotsFaced_value,saves_value,goalsConceded_value,teamName,teamPrimaryColor,teamSecondaryColor,teamLogo,shot_accuracy,conversion_rate,on_target_conversion_rate,save_percentage,discipline_score,goals_pct_pos,assists_pct_pos,shot_accuracy_pct_pos,fouls_suff_pct_pos,fouls_comm_pct_pos,conversion_pct_pos,on_target_conv_pct_pos,goals_pct_global,assists_pct_global,shot_accuracy_pct_global,fouls_suff_pct_global,fouls_comm_pct_global,goals_conc_pct_pos,save_pct_pos,saves_pct_pos,yellow_cards_pct_pos,red_cards_pct_pos,offsides_pct_pos,chances_created
212953,Ben Godfrey,ben-godfrey,161.0,"6' 0""",72.0,27.0,1998-01-15T08:00Z,England,D,373,3,1,0,1,0,0,0,0,0,0,0,0,1,10,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,,,,,1,35.0187265917603,33.89513108614232,,13.48314606741573,26.96629213483146,,,29.934640522875817,30.065359477124183,,14.117647058823529,32.745098039215684,58.052434456928836,,32.20973782771536,60.48689138576779,54.49438202247191,78.08988764044943,0
213141,Gonçalo Guedes,goncalo-guedes,150.0,"5' 10""",70.0,29.0,1996-11-29T08:00Z,Portugal,F,380,29,15,17,1,0,0,4,3,7,26,2,0,0,25,Wolves,#fdb913,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,0.2692307692307692,0.07692307692307693,0.2857142857142857,,1,53.494623655913976,82.52688172043011,27.516778523489933,60.752688172043015,64.24731182795699,37.24832214765101,41.48148148148148,77.25490196078432,90.45751633986929,41.23314065510597,72.35294117647058,65.09803921568627,31.72043010752688,,28.49462365591398,52.41935483870967,52.41935483870967,18.548387096774192,14
213718,Ibrahim Sangaré,ibrahim-sangare,170.0,"6' 3""",75.0,28.0,1997-12-02T08:00Z,Ivory Coast,M,393,13,14,8,3,0,0,1,0,1,1,0,0,4,6,Nottm Forest,#c8102e,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/393.png,1.0,0.0,0.0,,3,26.304347826086953,57.826086956521735,97.98850574712644,44.78260869565218,50.8695652173913,18.67816091954023,14.838709677419354,29.934640522875817,67.3202614379085,97.88053949903662,55.62091503267974,63.39869281045751,63.69565217391304,,63.69565217391304,43.04347826086956,54.56521739130435,81.30434782608695,4
213924,Daniel Podence,daniel-podence,128.0,"5' 5""",65.0,30.0,1995-10-21T07:00Z,Portugal,F,380,2,0,2,0,0,0,0,0,0,1,0,0,0,2,Wolves,#fdb913,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,0.0,0.0,,,0,18.817204301075268,23.387096774193548,5.033557046979865,29.03225806451613,11.827956989247312,11.073825503355705,,29.934640522875817,30.065359477124183,7.321772639691715,36.470588235294116,15.42483660130719,75.0,,28.49462365591398,80.64516129032258,52.41935483870967,78.49462365591398,0
214375,Emiliano Buendía,emiliano-buendia,159.0,"5' 8""",68.0,28.0,1996-12-25T08:00Z,Argentina,M,362,12,3,6,1,0,0,0,0,0,5,0,0,1,2,Aston Villa,#660e36,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,0.0,0.0,,,1,26.304347826086953,25.43478260869565,5.747126436781609,40.65217391304348,31.956521739130434,18.67816091954023,,29.934640522875817,30.065359477124183,7.321772639691715,51.045751633986924,39.869281045751634,73.47826086956522,,39.78260869565217,61.95652173913043,54.56521739130435,81.30434782608695,1
214562,Manuel Akanji,manuel-akanji,201.0,"6' 2""",74.0,30.0,1995-07-19T07:00Z,Switzerland,D,382,26,17,9,3,0,0,0,1,2,15,0,0,9,27,Man City,#99c5ea,#e6ff00,https://a.espncdn.com/i/teamlogos/soccer/500/382.png,0.13333333333333333,0.0,0.0,,3,35.0187265917603,33.89513108614232,26.17801047120419,63.857677902621724,70.59925093632958,29.05759162303665,23.509933774834437,29.934640522875817,30.065359477124183,19.07514450867052,57.647058823529406,69.73856209150327,32.77153558052434,,66.47940074906367,36.89138576779026,54.49438202247191,48.12734082397003,8
214689,Pervis Estupiñán,pervis-estupinan,161.0,"5' 9""",69.0,28.0,1998-01-21T08:00Z,Ecuador,D,331,30,37,20,5,0,0,1,3,7,28,1,0,6,43,Brighton,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0.25,0.03571428571428571,0.14285714285714285,,5,77.71535580524345,76.02996254681648,47.64397905759162,84.45692883895131,97.94007490636703,59.16230366492147,48.675496688741724,66.60130718954248,67.3202614379085,37.47591522157997,76.6013071895425,93.13725490196079,13.483146067415731,,54.68164794007491,18.16479400749064,54.49438202247191,23.220973782771537,26
214794,Kieran Tierney,kieran-tierney,152.0,"5' 10""",70.0,28.0,1997-06-05T07:00Z,Scotland,D,359,13,1,2,0,0,0,0,0,1,2,1,0,0,1,Arsenal,#e20520,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0.5,0.5,1.0,,0,77.71535580524345,33.89513108614232,87.43455497382199,36.70411985018727,26.96629213483146,99.21465968586386,94.03973509933775,66.60130718954248,30.065359477124183,88.82466281310212,36.470588235294116,32.745098039215684,76.96629213483146,,14.981273408239701,84.45692883895131,54.49438202247191,78.08988764044943,8
215340,André Onana,andre-onana,203.0,"6' 3""",75.0,29.0,1996-04-02T08:00Z,Cameroon,G,360,34,0,2,0,0,0,0,5,0,0,0,326,89,43,Man United,#da020e,#144992,https://a.espncdn.com/i/teamlogos/soccer/500/360.png,,,,0.6742424242424242,0,50.609756097560975,47.5609756097561,,72.5609756097561,43.90243902439025,,,29.934640522875817,30.065359477124183,,36.470588235294116,15.42483660130719,17.07317073170732,47.91666666666667,81.70731707317073,64.6341463414634,50.0,11.58536585365853,1
215716,Jacob Brown,jacob-brown,137.0,"5' 10""",70.0,27.0,1998-04-10T07:00Z,Scotland,F,301,19,19,19,4,0,0,0,2,6,25,2,0,1,26,Luton,#ff4f00,#1D428A,https://a.espncdn.com/i/teamlogos/soccer/500/301.png,0.24,0.08,0.3333333333333333,,4,53.494623655913976,23.387096774193548,18.79194630872483,64.78494623655914,72.84946236559139,38.92617449664429,51.48148148148148,77.25490196078432,30.065359477124183,34.48940269749518,75.16339869281046,73.26797385620914,29.3010752688172,,64.51612903225806,15.053763440860209,52.41935483870967,30.91397849462365,0
215772,Rodrigo Bentancur,rodrigo-bentancur,159.0,"6' 2""",74.0,28.0,1997-06-25T07:00Z,Uruguay,M,367,26,34,10,9,0,0,1,2,5,22,2,0,8,26,Spurs,#ffffff,#9bafd8,https://a.espncdn.com/i/teamlogos/soccer/500/367.png,0.22727272727272727,0.09090909090909091,0.4,,9,73.91304347826086,57.826086956521735,35.91954022988506,50.43478260869565,81.73913043478261,68.10344827586206,75.16129032258064,77.25490196078432,67.3202614379085,33.33333333333333,60.0,91.30718954248366,37.39130434782608,,81.73913043478261,7.173913043478265,54.56521739130435,40.21739130434783,10
216120,Benson Manuel,benson-manuel,150.0,"5' 10""",70.0,28.0,1997-03-28T08:00Z,Angola,F,379,8,1,4,0,0,0,0,1,2,4,0,0,0,5,Burnley,#6C1D45,#1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,0.5,0.0,0.0,,0,18.817204301075268,23.387096774193548,89.26174496644296,34.40860215053764,25.537634408602152,11.073825503355705,7.037037037037037,29.934640522875817,30.065359477124183,88.82466281310212,44.31372549019608,32.745098039215684,65.59139784946237,,28.49462365591398,80.64516129032258,52.41935483870967,48.655913978494624,0
217289,Gabriel Jesus,gabriel-jesus,161.0,"5' 9""",69.0,28.0,1997-04-03T08:00Z,Brazil,F,359,17,13,10,4,0,0,0,3,6,17,3,0,1,5,Arsenal,#e20520,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0.35294117647058826,0.17647058823529413,0.5,,4,59.946236559139784,23.387096774193548,43.624161073825505,46.774193548387096,59.40860215053764,79.19463087248322,87.77777777777777,83.20261437908498,30.065359477124183,62.71676300578035,60.0,62.22222222222222,65.59139784946237,,64.51612903225806,15.053763440860209,52.41935483870967,18.548387096774192,8
217482,Oleksandr Zinchenko,oleksandr-zinchenko,139.0,"5' 9""",69.0,29.0,1996-12-15T08:00Z,Ukraine,D,359,15,8,3,1,0,0,1,3,0,10,0,0,2,1,Arsenal,#e20520,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/359.png,0.0,0.0,,,1,35.0187265917603,76.02996254681648,10.732984293193718,42.13483146067416,51.12359550561798,29.05759162303665,,29.934640522875817,67.3202614379085,7.321772639691715,40.849673202614376,52.09150326797386,76.96629213483146,,36.70411985018727,60.48689138576779,54.49438202247191,23.220973782771537,3
218122,Enes Ünal,enes-unal,172.0,"6' 2""",74.0,28.0,1997-05-10T07:00Z,Türkiye,F,349,17,6,9,2,0,0,1,1,7,20,2,0,0,3,Bournemouth,#f42727,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0.35,0.1,0.2857142857142857,,2,53.494623655913976,54.56989247311827,42.281879194630875,45.16129032258064,39.247311827956985,46.644295302013425,41.48148148148148,77.25490196078432,67.3202614379085,62.23506743737958,57.647058823529406,46.470588235294116,71.77419354838709,,28.49462365591398,34.67741935483872,52.41935483870967,48.655913978494624,4
218188,Rob Holding,rob-holding,179.0,"6' 2""",74.0,30.0,1995-09-20T07:00Z,England,D,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C Palace,#0202fb,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,,,,,0,35.0187265917603,33.89513108614232,,13.48314606741573,12.734082397003746,,,29.934640522875817,30.065359477124183,,14.117647058823529,15.42483660130719,89.32584269662921,,14.981273408239701,84.45692883895131,54.49438202247191,78.08988764044943,0
218522,Bruno Guimarães,bruno-guimaraes,161.0,"6' 0""",72.0,28.0,1997-11-16T08:00Z,Brazil,M,361,38,63,108,7,0,0,6,10,13,44,5,0,11,44,Newcastle,#000000,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/361.png,0.29545454545454547,0.11363636363636363,0.38461538461538464,,7,90.65217391304347,92.3913043478261,51.14942528735632,100.0,97.82608695652173,76.4367816091954,73.22580645161291,89.54248366013073,95.03267973856208,48.36223506743738,100.0,99.08496732026144,10.217391304347828,,91.95652173913044,16.086956521739125,54.56521739130435,1.5217391304347814,51
218998,Sander Berge,sander-berge,212.0,"6' 5""",77.0,27.0,1998-02-14T08:00Z,Norway,M,379,68,69,29,15,1,0,2,2,4,29,1,0,28,100,Burnley,#6C1D45,#1a1a1a,https://a.espncdn.com/i/teamlogos/soccer/500/379.png,0.13793103448275862,0.034482758620689655,0.25,,17,60.652173913043484,70.86956521739131,18.39080459770115,80.8695652173913,99.34782608695653,39.08045977011494,51.29032258064517,66.60130718954248,78.82352941176471,19.36416184971098,86.47058823529412,99.54248366013073,0.0,,100.0,0.0,5.0,40.21739130434783,18
219362,Daichi Kamada,daichi-kamada,168.0,"6' 0""",72.0,29.0,1996-08-05T07:00Z,Japan,M,384,34,27,21,4,1,0,0,1,4,20,0,0,5,26,C Palace,#0202fb,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0.2,0.0,0.0,,6,26.304347826086953,25.43478260869565,28.160919540229884,68.91304347826087,73.26086956521739,18.67816091954023,14.838709677419354,29.934640522875817,30.065359477124183,28.227360308285164,77.84313725490196,84.70588235294117,37.39130434782608,,68.04347826086956,33.04347826086956,5.0,54.56521739130435,19
219390,Alex Palmer,alex-palmer,159.0,"6' 3""",75.0,29.0,1996-08-10T07:00Z,England,G,373,14,0,4,2,0,0,0,0,0,0,0,203,46,28,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,,,,0.6216216216216216,2,50.609756097560975,47.5609756097561,,85.36585365853658,43.90243902439025,,,29.934640522875817,30.065359477124183,,44.31372549019608,15.42483660130719,25.609756097560975,20.833333333333336,70.73170731707317,17.07317073170732,50.0,67.07317073170731,1
220626,Adama Traoré,adama-traore,190.0,"5' 10""",70.0,29.0,1996-01-25T08:00Z,Spain,F,370,36,24,32,3,0,0,8,2,10,35,2,0,0,27,Fulham,#ffffff,#d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,0.2857142857142857,0.05714285714285714,0.2,,3,53.494623655913976,96.23655913978494,30.87248322147651,83.60215053763442,81.98924731182797,28.187919463087248,24.074074074074073,77.25490196078432,98.16993464052287,45.472061657032754,88.56209150326796,80.84967320261438,26.61290322580645,,28.49462365591398,22.311827956989248,52.41935483870967,30.91397849462365,41
221738,Paul Onuachu,paul-onuachu,214.0,"6' 7""",79.0,31.0,1994-05-28T07:00Z,Nigeria,F,376,25,28,16,4,0,0,1,3,14,36,4,0,2,26,Southampton,#ED1A3B,#f1ee13,https://a.espncdn.com/i/teamlogos/soccer/500/376.png,0.3888888888888889,0.1111111111111111,0.2857142857142857,,4,65.86021505376344,54.56989247311827,54.69798657718121,59.13978494623656,89.51612903225806,51.34228187919463,41.48148148148148,86.9281045751634,67.3202614379085,69.94219653179191,70.84967320261438,85.94771241830065,29.3010752688172,,77.15053763440861,15.053763440860209,52.41935483870967,18.548387096774192,7
221788,Jan Bednarek,jan-bednarek,183.0,"6' 2""",74.0,29.0,1996-04-12T07:00Z,Poland,D,376,30,30,13,7,0,0,0,2,2,5,2,0,38,57,Southampton,#ED1A3B,#f1ee13,https://a.espncdn.com/i/teamlogos/soccer/500/376.png,0.4,0.4,1.0,,7,90.0749063670412,33.89513108614232,77.4869109947644,73.78277153558052,92.13483146067416,98.42931937172776,94.03973509933775,77.25490196078432,30.065359477124183,73.41040462427746,66.33986928104575,87.84313725490196,4.86891385767791,,97.56554307116106,8.239700374531836,54.49438202247191,33.52059925093633,5
222176,Christopher Nkunku,christopher-nkunku,150.0,"5' 10""",70.0,28.0,1997-11-14T08:00Z,France,F,363,27,15,11,2,0,0,2,0,11,25,3,0,2,16,Chelsea,#144992,#ffeeee,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0.44,0.12,0.2727272727272727,,2,59.946236559139784,66.66666666666666,73.8255033557047,49.46236559139785,64.24731182795699,55.70469798657718,35.92592592592593,83.20261437908498,78.82352941176471,80.15414258188824,62.35294117647059,65.09803921568627,50.806451612903224,,77.15053763440861,34.67741935483872,52.41935483870967,78.49462365591398,14
222180,Odsonne Édouard,odsonne-edouard,183.0,"6' 2""",74.0,28.0,1998-01-16T08:00Z,France,F,375,8,10,0,0,0,0,0,0,2,10,0,0,0,5,Leicester,#0202fb,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/375.png,0.2,0.0,0.0,,0,18.817204301075268,23.387096774193548,15.436241610738255,11.827956989247312,51.88172043010753,11.073825503355705,7.037037037037037,29.934640522875817,30.065359477124183,28.227360308285164,14.117647058823529,56.666666666666664,65.59139784946237,,28.49462365591398,80.64516129032258,52.41935483870967,78.49462365591398,1
222300,Sasa Lukic,sasa-lukic,168.0,"6' 0""",72.0,29.0,1996-08-13T07:00Z,Serbia,M,370,30,65,26,12,0,0,2,1,2,18,0,0,7,36,Fulham,#ffffff,#d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,0.1111111111111111,0.0,0.0,,12,26.304347826086953,70.86956521739131,16.379310344827587,76.08695652173914,98.69565217391305,18.67816091954023,14.838709677419354,29.934640522875817,78.82352941176471,17.533718689788053,82.87581699346406,99.34640522875817,18.913043478260875,,77.6086956521739,0.6521739130434696,54.56521739130435,54.56521739130435,26
222396,Antonee Robinson,antonee-robinson,152.0,"6' 0""",72.0,28.0,1997-08-08T07:00Z,USA,D,370,36,33,20,8,0,0,10,7,2,17,0,0,7,47,Fulham,#ffffff,#d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,0.11764705882352941,0.0,0.0,,8,35.0187265917603,100.0,24.60732984293194,84.45692883895131,94.3820224719101,29.05759162303665,23.509933774834437,29.934640522875817,99.2156862745098,17.91907514450867,76.6013071895425,90.06535947712419,8.239700374531836,,59.176029962546814,5.056179775280896,54.49438202247191,4.68164794007491,42
222670,Nélson Semedo,nelson-semedo,150.0,"5' 10""",70.0,32.0,1993-11-16T08:00Z,Portugal,D,380,34,48,30,8,0,0,4,4,7,18,0,0,10,48,Wolves,#fdb913,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/380.png,0.3888888888888889,0.0,0.0,,8,35.0187265917603,96.06741573033707,75.39267015706807,91.94756554307116,99.25093632958801,29.05759162303665,23.509933774834437,29.934640522875817,90.45751633986929,69.94219653179191,86.9281045751634,97.45098039215686,7.303370786516851,,69.85018726591761,5.056179775280896,54.49438202247191,15.730337078651687,24
222776,Tyler Adams,tyler-adams,159.0,"5' 9""",69.0,26.0,1999-02-14T08:00Z,USA,M,349,28,42,21,7,0,0,3,6,2,8,0,0,10,30,Bournemouth,#f42727,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0.25,0.0,0.0,,7,26.304347826086953,81.08695652173913,39.94252873563218,68.91304347826087,88.26086956521739,18.67816091954023,14.838709677419354,29.934640522875817,85.88235294117646,37.47591522157997,77.84313725490196,95.03267973856208,28.043478260869563,,88.47826086956522,16.086956521739125,54.56521739130435,11.08695652173914,18
223445,Solly March,solly-march,192.0,"5' 11""",71.0,31.0,1994-07-20T07:00Z,England,M,331,8,2,2,2,0,0,0,0,0,2,0,0,0,3,Brighton,#0606fa,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/331.png,0.0,0.0,,,2,26.304347826086953,25.43478260869565,5.747126436781609,30.0,28.913043478260867,18.67816091954023,,29.934640522875817,30.065359477124183,7.321772639691715,36.470588235294116,36.60130718954248,70.0,,16.956521739130434,52.17391304347826,54.56521739130435,81.30434782608695,3
223452,Lewis Cook,lewis-cook,157.0,"5' 9""",69.0,28.0,1997-02-03T08:00Z,England,M,349,36,47,10,8,1,0,3,2,4,14,1,0,12,44,Bournemouth,#f42727,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/349.png,0.2857142857142857,0.07142857142857142,0.25,,10,60.652173913043484,81.08695652173913,47.98850574712644,50.43478260869565,93.26086956521739,56.60919540229885,51.29032258064517,66.60130718954248,85.88235294117646,45.472061657032754,60.0,97.12418300653594,10.217391304347828,,94.1304347826087,11.521739130434781,5.0,40.21739130434783,42
223453,Kalvin Phillips,kalvin-phillips,159.0,"5' 10""",70.0,30.0,1995-12-02T08:00Z,England,M,373,19,28,20,5,1,0,0,1,1,9,0,0,6,30,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,0.1111111111111111,0.0,0.0,,7,26.304347826086953,25.43478260869565,16.379310344827587,67.6086956521739,74.1304347826087,18.67816091954023,14.838709677419354,29.934640522875817,30.065359477124183,17.533718689788053,76.6013071895425,85.94771241830065,28.043478260869563,,72.3913043478261,25.434782608695656,5.0,54.56521739130435,4
223532,Trent Alexander-Arnold,trent-alexander-arnold,148.0,"5' 9""",69.0,27.0,1998-10-07T07:00Z,England,D,364,33,11,9,5,0,0,6,10,7,45,3,0,9,24,Liverpool,#d11317,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,0.15555555555555556,0.06666666666666667,0.42857142857142855,,5,96.06741573033707,98.87640449438202,28.79581151832461,63.857677902621724,59.36329588014981,64.65968586387434,75.82781456953643,83.20261437908498,95.03267973856208,21.001926782273603,57.647058823529406,58.56209150326798,37.07865168539326,,66.47940074906367,18.16479400749064,54.49438202247191,0.7490636704119851,49
223547,Sammie Szmodics,sammie-szmodics,139.0,"5' 6""",66.0,30.0,1995-09-24T07:00Z,Republic of Ireland,F,373,20,8,8,2,0,0,0,0,12,21,4,0,2,18,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,0.5714285714285714,0.19047619047619047,0.3333333333333333,,2,65.86021505376344,23.387096774193548,94.96644295302013,43.54838709677419,45.16129032258064,84.56375838926175,51.48148148148148,86.9281045751634,30.065359477124183,93.64161849710982,55.62091503267974,52.09150326797386,46.505376344086024,,77.15053763440861,34.67741935483872,52.41935483870967,78.49462365591398,1
223919,Sam Edmundson,sam-edmundson,163.0,"6' 3""",75.0,28.0,1997-08-15T07:00Z,England,D,373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ipswich,#0000fa,#cd1937,https://a.espncdn.com/i/teamlogos/soccer/500/373.png,,,,,0,35.0187265917603,33.89513108614232,,13.48314606741573,12.734082397003746,,,29.934640522875817,30.065359477124183,,14.117647058823529,15.42483660130719,89.32584269662921,,14.981273408239701,84.45692883895131,54.49438202247191,78.08988764044943,0
224077,Yoane Wissa,yoane-wissa,161.0,"5' 9""",69.0,29.0,1996-09-03T07:00Z,Congo DR,F,337,35,34,51,5,0,0,4,3,41,90,19,0,9,42,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.45555555555555555,0.2111111111111111,0.4634146341463415,,5,97.31182795698925,82.52688172043011,82.5503355704698,95.6989247311828,93.27956989247312,91.2751677852349,82.22222222222221,99.34640522875817,90.45751633986929,83.8150289017341,97.05882352941177,91.30718954248366,7.5268817204301115,,97.84946236559139,8.602150537634415,52.41935483870967,18.548387096774192,26
224809,Leon Bailey,leon-bailey,170.0,"5' 10""",70.0,28.0,1997-08-09T07:00Z,Jamaica,F,362,24,12,18,3,0,0,2,3,5,28,1,0,0,19,Aston Villa,#660e36,#ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/362.png,0.17857142857142858,0.03571428571428571,0.2,,3,43.81720430107527,66.66666666666666,12.751677852348994,62.634408602150536,56.72043010752689,23.825503355704697,24.074074074074073,66.60130718954248,78.82352941176471,24.084778420038536,73.66013071895425,60.588235294117645,44.35483870967742,,28.49462365591398,22.311827956989248,52.41935483870967,18.548387096774192,16
225426,Ben Chilwell,ben-chilwell,170.0,"5' 10""",70.0,29.0,1996-12-21T08:00Z,England,D,384,8,2,3,1,0,0,0,0,3,5,1,0,2,4,C Palace,#0202fb,#ffdd00,https://a.espncdn.com/i/teamlogos/soccer/500/384.png,0.6,0.2,0.3333333333333333,,1,77.71535580524345,33.89513108614232,95.02617801047121,42.13483146067416,30.711610486891384,90.0523560209424,66.88741721854305,66.60130718954248,30.065359477124183,94.60500963391137,40.849673202614376,36.60130718954248,69.47565543071161,,36.70411985018727,60.48689138576779,54.49438202247191,78.08988764044943,5
225549,Stephy Mavididi,stephy-mavididi,157.0,"6' 0""",72.0,27.0,1998-05-31T07:00Z,England,F,375,30,17,18,2,0,0,1,5,7,27,4,0,2,39,Leicester,#0202fb,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/375.png,0.25925925925925924,0.14814814814814814,0.5714285714285714,,2,65.86021505376344,54.56989247311827,25.16778523489933,62.634408602150536,68.54838709677419,71.14093959731544,95.92592592592592,86.9281045751634,67.3202614379085,39.78805394990366,73.66013071895425,69.73856209150327,12.634408602150543,,77.15053763440861,34.67741935483872,52.41935483870967,12.096774193548384,21
225564,Vitaly Janelt,vitaly-janelt,172.0,"6' 0""",72.0,27.0,1998-05-10T07:00Z,Germany,M,337,32,24,15,3,0,2,3,6,6,16,1,0,10,36,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.375,0.0625,0.16666666666666666,,3,60.652173913043484,81.08695652173913,76.14942528735632,59.34782608695652,70.86956521739131,50.57471264367817,36.12903225806451,66.60130718954248,85.88235294117646,66.47398843930635,69.34640522875817,80.84967320261438,18.913043478260875,,88.47826086956522,43.04347826086956,54.56521739130435,11.08695652173914,13
226125,Joe Aribo,joe-aribo,168.0,"6' 0""",72.0,29.0,1996-07-21T07:00Z,Nigeria,M,376,32,20,28,1,0,0,0,1,6,18,3,0,11,56,Southampton,#ED1A3B,#f1ee13,https://a.espncdn.com/i/teamlogos/soccer/500/376.png,0.3333333333333333,0.16666666666666666,0.5,,1,81.52173913043478,25.43478260869565,66.37931034482759,79.56521739130434,65.65217391304347,88.79310344827587,86.7741935483871,83.20261437908498,30.065359477124183,57.61078998073218,85.29411764705883,74.9673202614379,3.9130434782608745,,91.95652173913044,61.95652173913043,54.56521739130435,54.56521739130435,16
226177,Kostas Tsimikas,kostas-tsimikas,170.0,"5' 10""",70.0,29.0,1996-05-12T07:00Z,Greece,D,364,18,9,6,2,0,0,1,2,1,3,0,0,2,7,Liverpool,#d11317,#132257,https://a.espncdn.com/i/teamlogos/soccer/500/364.png,0.3333333333333333,0.0,0.0,,2,35.0187265917603,76.02996254681648,65.70680628272252,55.80524344569289,54.30711610486891,29.05759162303665,23.509933774834437,29.934640522875817,67.3202614379085,57.61078998073218,51.045751633986924,54.70588235294118,63.48314606741573,,36.70411985018727,46.254681647940075,54.49438202247191,33.52059925093633,15
227472,Mathias Jensen,mathias-jensen,159.0,"5' 11""",71.0,29.0,1996-01-01T08:00Z,Denmark,M,337,24,7,10,2,0,0,2,4,1,7,0,0,4,16,Brentford,#f42727,#f8ced9,https://a.espncdn.com/i/teamlogos/soccer/500/337.png,0.14285714285714285,0.0,0.0,,2,26.304347826086953,70.86956521739131,19.25287356321839,50.43478260869565,39.565217391304344,18.67816091954023,14.838709677419354,29.934640522875817,78.82352941176471,20.134874759152215,60.0,49.411764705882355,51.08695652173913,,63.69565217391304,52.17391304347826,54.56521739130435,23.26086956521739,15
227706,Luke Thomas,luke-thomas,157.0,"5' 11""",71.0,24.0,2001-06-10T07:00Z,England,D,375,14,16,10,3,0,0,0,2,0,5,0,0,6,23,Leicester,#0202fb,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/375.png,0.0,0.0,,,3,35.0187265917603,33.89513108614232,10.732984293193718,66.29213483146067,67.97752808988764,29.05759162303665,,29.934640522875817,30.065359477124183,7.321772639691715,60.0,67.45098039215686,38.76404494382022,,54.68164794007491,36.89138576779026,54.49438202247191,33.52059925093633,8
227784,Trevoh Chalobah,trevoh-chalobah,163.0,"6' 3""",75.0,26.0,1999-07-05T07:00Z,England,D,363,37,29,37,4,0,0,1,0,8,28,6,0,23,34,Chelsea,#144992,#ffeeee,https://a.espncdn.com/i/teamlogos/soccer/500/363.png,0.2857142857142857,0.21428571428571427,0.75,,4,100.0,76.02996254681648,55.235602094240846,95.88014981273409,91.19850187265918,91.62303664921467,87.41721854304636,91.63398692810458,67.3202614379085,45.472061657032754,91.50326797385621,86.9281045751634,25.093632958801493,,91.19850187265918,28.277153558052433,54.49438202247191,78.08988764044943,6
227794,Reiss Nelson,reiss-nelson,157.0,"5' 9""",69.0,26.0,1999-12-10T08:00Z,England,F,370,13,8,11,1,0,0,1,1,6,12,1,0,0,8,Fulham,#ffffff,#d11317,https://a.espncdn.com/i/teamlogos/soccer/500/370.png,0.5,0.08333333333333333,0.16666666666666666,,1,43.81720430107527,54.56989247311827,89.26174496644296,49.46236559139785,45.16129032258064,40.26845637583892,19.62962962962963,66.60130718954248,67.3202614379085,88.82466281310212,62.35294117647059,52.09150326797386,61.29032258064516,,28.49462365591398,52.41935483870967,52.41935483870967,48.655913978494624,11
228421,Wout Faes,wout-faes,183.0,"6' 2""",74.0,27.0,1998-04-03T08:00Z,Belgium,D,375,34,23,11,4,0,0,0,3,1,13,1,0,36,60,Leicester,#0202fb,#000000,https://a.espncdn.com/i/teamlogos/soccer/500/375.png,0.07692307692307693,0.07692307692307693,1.0,,4,77.71535580524345,33.89513108614232,21.98952879581152,68.91385767790263,81.46067415730337,70.15706806282722,94.03973509933775,66.60130718954248,30.065359477124183,15.31791907514451,62.35294117647059,79.15032679738562,3.7453183520599254,,97.00374531835206,28.277153558052433,54.49438202247191,23.220973782771537,4
